contact_id,account_id,email,first_name,last_name,title,contact_status,job_persona,job_level,mql_date,mkto_contact_score,has_lead_origin,primary_lead_id,no_longer_with_company,has_opted_out
003BWEgOfrZ3mTMT30,001fSEVQOEXfnQsKDG,john.campos@phamrobinsonandlee.com,John,Campos,,Active,,,2025-12-23 04:16:08,89,True,00Q6wPorelEuOQjJY7,False,False
003JHuD1L1jGBYHCWF,001Q0OsGFUsd37EgEK,rachel.cooper@competitorsec.com,Rachel,Cooper,Information Security Manager,Stale,,Manager,2026-01-22 14:03:08,81,True,00QEQu8VdwjHgEtINv,False,False
003EMKdnSa5O5ZDNwU,001zKG5mSoyPstUeC9,erika.williams@hughes-schroeder.com,Erika,Williams,Security Operations Manager,Active,,Manager,2026-01-16 09:44:08,62,True,00QMwMtd7YlQVjrztf,False,False
003VaqzU9Ue591EuCp,0018EE5GXTeLYHteOt,joseph.thomas@taylorllc.com,Joseph,Thomas,,Active,,C-Suite,2026-04-20 20:23:08,0,True,00QNTjlib9MLLKobeW,False,False
003C1Ha2oKDzeLpHMI,0019HpUlwW1uhw3U3x,phillip.wilson@bennett-velasquez.com,Phillip,Wilson,IT Security Manager,Active,,Manager,2026-04-17 19:58:08,0,True,00QwGxXF6xxV4JOj1l,False,False
003osmhCXTmMzcvXnN,001pxYyhIKHQI7CRBs,timothy.morales@coleplc.com,Timothy,Morales,VP Cybersecurity,Active,,,2025-12-25 14:06:08,75,True,00Qh1uznmdJ8GfSLWR,False,False
0035JEKCIYk7egYVxE,001rSvBpDmH5RiMKpP,isaac.steele@wilson-torres.com,Isaac,Steele,Chief Security Officer,Nurture,Security Executive,,2025-12-07 00:26:08,88,True,00QVLhgYXuOXHyzMH8,False,False
003NUhkysUUHxRDi1a,0014I8IipmO50fSlqP,nicole.davis@perryhayesandschultz.com,Nicole,Davis,IT Security Manager,Active,Security Management,,2026-01-13 20:44:08,80,True,00QTL4TOwkWolGc97K,False,False
003TEb4MpOaN4YgLZd,001PKY6gob2I4ndZ4s,karen.lawrence@mosleyandsons.com,Karen,Lawrence,Senior Security Analyst,Active,Security Operations,,2026-01-04 12:38:08,57,True,00Qcb9oyXNE7Y7bvuS,False,False
003cAq6HXWf2Td6P3g,001MPMDEaIaGr8bYPX,angela.sloan@whiteinc.com,Angela,Sloan,,Active,,,2026-01-01 02:13:08,70,True,00QUQznwo9aPkCJK8C,False,False
003DATblbXZGuJOWEP,001YTH8xIZM1JRcore,whitney.parsons@richardson-bonilla.com,Whitney,Parsons,,Active,Security Operations,,2026-04-02 08:54:08,38,True,00QQHsMX6Y6e3Ce3r7,False,False
0034BQT3iIty0BfdNK,001Q0OsGFUsd37EgEK,bradley.hall@dawsoninc.com,Bradley,Hall,Director Security Operations,Stale,,,2025-12-30 02:46:08,65,True,00QmRP8jB8Hhb5V65j,False,False
003XtE9A4mqbWrINcS,001Q0OsGFUsd37EgEK,kenneth.flores@lloydinc.com,Kenneth,Flores,,Active,,Manager,2026-05-01 19:25:08,91,True,00QMVAJMGwjjQsAtZd,False,False
003ngnrz1dHRhHDprW,001DpLm4IWxHwqFEg8,pamela.moore@outlook.com,Pamela,Moore,Director Security Operations,Active,Security Leadership,,2026-02-27 02:50:08,91,True,00Q3tsd73P2y00oJFh,False,False
003qUxAmnZTllXb8oB,001ltn3Wd9GV98gOqY,tammy.mcdaniel@brownhughesandmills.com,Tammy,Mcdaniel,Director of Information Security,Nurture,,,2026-04-09 10:24:08,69,True,00Q2n65OM48mRkyAqf,False,False
003694Xi1XrXUHLfpo,001mn1uj3a1iipkOba,chelsea.johnson@reyes-washington.com,Chelsea,Johnson,,Disqualified,Security Executive,,2026-05-30 20:37:08,88,True,00QGJzeVP3bQQyK6Zj,False,False
003fVjAh3TBEbBpsZy,001GOAwwln6Eoie0gV,john.burns@gmail.com,John,Burns,,Nurture,,VP,2026-02-25 02:43:08,88,True,00QkDQ17LEM8wPQysh,False,False
003sAFT0qFhU6BJavo,001zNmREpOaUVgAk7G,henry.miller@stewartltd.com,Henry,Miller,Director Security Operations,Active,Security Leadership,Director,2026-01-19 14:21:08,61,True,00QzN3MMBvYOW2fHyS,False,False
003IrAL7tQvqUCp8vC,001b5ZqlRtva1JyiNb,steven.garcia@hallhintonandphillips.com,Steven,Garcia,,Active,Security Management,Manager,2025-12-08 03:44:08,0,True,00Q7IcY7MOkd5qpQ90,False,False
003loOwf0FNW5gecmm,0012ODH0A2TVwyJmIe,angela.reynolds@morenoinc.com,Angela,Reynolds,Information Security Manager,Stale,,Manager,2026-02-04 10:20:08,56,True,00QXOm3ConAxj0pfUs,True,False
003msGCwau4y9izUy4,001NbrnTP3fAbnFbmO,james.christensen@thomas-santiago.com,James,Christensen,VP Cybersecurity,Active,Security Executive,VP,2026-04-25 18:33:08,86,True,00Qbi89JX4Jyx6dxDu,False,False
003MYkp3TC4lJy6o1q,001GoEd9Sf53GRx8ff,jodi.hancock@jensenltd.com,Jodi,Hancock,,Active,Security Executive,VP,2026-02-12 14:53:08,82,True,00QtYPjJtmSCm9BZLp,False,False
003hBDG7Xkq7r7d8lY,001GoEd9Sf53GRx8ff,emily.ward@dixonhaleandgilbert.com,Emily,Ward,,Active,,,2026-03-23 20:09:08,25,True,00QLc82YlBg6MsDVHj,False,False
0032qEwq4XW18WjjBX,001ylh0CPNLbWphJeV,emily.nicholson@collierwrightanddavis.com,Emily,Nicholson,Director of Cybersecurity,Active,Security Leadership,,2026-03-23 05:45:08,61,True,00Qo2x2Zgkgg7wMh55,False,False
003WYnfwm0wDig4w0W,001YCFCdCYSyYUJcvd,thomas.gomez@spencerandsons.com,Thomas,Gomez,Cyber Security Analyst,Nurture,Security Operations,Individual Contributor,2026-01-18 07:11:08,55,True,00QhATiuhVvED8LNi6,False,False
003xJ0n2PvDHYglg7y,0014miS40ubK4W017x,edward.shaffer@marshltd.com,Edward,Shaffer,,Active,,,2026-01-11 00:28:08,73,True,00QihJc1y14hw07xQF,False,False
0034NWy6WFqOt34Pa4,001LT6mnOjkeaBKsoR,caleb.johns@millerjacksonandgarcia.com,Caleb,Johns,Cyber Security Manager,Stale,Security Operations,Manager,,0,True,00QR64gfZfb5gUMHNF,False,False
003krLGgdpgh3JoGr2,001kfFNuYUPnmbpD0e,marcus.soto@maldonaod-collins.com,Marcus,Soto,,Active,Security Management,Manager,2026-02-17 20:19:08,72,True,00Q6JgCggbCqDGvhIv,False,False
0031sNLjVHWGaub52Z,001nipuaUkxRFZXe1c,abigail.king@garnerplc.com,Abigail,King,CISO,Active,Security Executive,C-Suite,2025-12-21 05:10:08,74,True,00QynZQEkmNRral4MT,False,False
003ooJeTY8HhO6kGL7,001D04wzInjq5Jzjux,tony.pearson@castillonadsons.com,Tony,Pearson,,Active,,VP,2026-02-02 23:34:08,98,True,00QL39iyOOe6mRY31B,False,False
003uyMwOWYLhJtqlCB,0014d9n0Xv00kKXR4b,daniel.brown@brookstoddandfarrell.com,Daniel,Brown,VP & CISO,Active,Security Executive,C-Suite,2026-05-26 16:48:08,89,True,00Q1W5UYI75r9HASVq,False,False
003Tmt9OBGhnuKoneN,001JXke1Mo4iCppaX3,ann.marquez@masongroup.com,Ann,Marquez,,Disqualified,,VP,2026-04-21 12:05:08,80,True,00QMjc54bLYFWFKvnZ,True,False
003buFrEHS2JpDzfOv,0012WNl7A4dhjkuRv6,kevin.burns@wrightplc.com,Kevin,Burns,,Nurture,Security Operations,,2026-03-21 11:17:08,0,True,00QUhoT2wvF4OLBzJZ,False,False
003CTP9gyv1plBArp5,001ciuDCLFuMk9TsuZ,james.bass@carrollchoiandcollier.com,James,Bass,Director of Information Security,Nurture,Security Leadership,Director,2026-02-03 20:30:08,64,True,00QaPzPdlVjqkcLQzN,False,False
003ybF5276m8Uiu78t,001HNdc06PVz0oRaFx,maria.turner@wiley-watson.com,Maria,Turner,Vice President Information Security,Nurture,,,2026-02-20 15:48:08,91,True,00Q3lwkHUBMKRTDpSL,False,False
003gOHafUozD13kay5,001jQzW52TdimuPGtk,lauren.roberts@yahoo.com,Lauren,Roberts,Vice President Information Security,Active,,VP,2026-05-01 10:46:08,79,True,00QismpVDg2dWeDBDg,False,False
003tgH6chve15Omk9o,001TYIKIuhvPU1S8Lv,heather.contreras@chavezcarneyandhammond.com,Heather,Contreras,,Nurture,,C-Suite,2026-01-07 19:25:08,88,True,00QvGQYAbJaZbnAqnP,False,False
003l9XwpgCaXy1v6ZA,001DXQsedBEmLtST18,philip.brewer@krause-gonzalez.com,Philip,Brewer,SecOps Manager,Active,Security Management,,2026-01-06 14:50:08,87,True,00Qb26h6b10mdBmVKh,False,False
003fz2golOu8PGJ2Vi,001tTThRRk7GWSkhWq,deborah.diaz@turnerbrownandshea.com,Deborah,Diaz,Vice President Information Security,Active,Security Executive,VP,2026-04-26 23:55:08,81,True,00QgD81HiLNtD3hOwM,False,False
003pj9bnRn2BYjs71D,001ZRcZufpwFPq9bzC,anthony.robertson@williamsmedinaandmoore.com,Anthony,Robertson,IT Security Manager,Active,,,2026-05-23 10:23:08,71,True,00Q4RIUHyRmfL2zqSH,False,False
0039ISjs8JHUdKF0j7,0014HZKjht3X13npgW,jerry.jenkins@whiteheadlanenadtran.com,Jerry,Jenkins,Information Security Director,Active,Security Leadership,Director,,62,True,00QGTTpLVllOEhf6J6,False,False
003vlG3EL9565HyBhI,001tUJrhQR6FEecAtp,vickie.quinn@villanuevabutlerandwilliams.com,Vickie,Quinn,Senior Security Analyst,Active,Security Operations,,2026-05-09 11:38:08,63,True,00Qb4I17lMlnv24LJ3,False,False
0030FQcnClntSEJMcx,0019enq522wjZRL9Oa,antonio.simmons@yahoo.com,Antonio,Simmons,Security Operations Manager,Active,Security Management,Manager,2025-12-22 14:50:08,76,True,00QgILs9VVRGc6tK3H,False,False
003Smnlm2OM3HVzNni,001pxYyhIKHQI7CRBs,jennifer.mitchell@montgomeryandsons.com,Jennifer,Mitchell,Information Security Manager,Nurture,Security Management,,2026-03-10 12:17:08,68,True,00QrT7ypjTAscz209h,False,False
003e1z6JJcfOJtqPtq,001QzkChMbyIbNiCdx,austin.stewart@lopez-hart.com,Austin,Stewart,,Active,Security Executive,VP,2026-02-21 21:08:08,92,True,00QsZWMdnIjxGlBRxP,False,False
003JDbwp6Q43N3DrvX,001ioQaRY9AiexTgt2,joseph.barnes@howard.com,Joseph,Barnes,Vice President Security,Active,,,2026-03-08 02:14:08,85,True,00QEA0EPvg7RLiGEnE,False,False
003OC56aMIgHFivepr,001FVr9Qh8yXv6UmFF,michael.ferguson@marshnelsonandwolfe.com,Michael,Ferguson,IT Security Manager,Active,,Manager,2026-04-01 10:28:08,72,True,00Q7WJ4RLYpI3t2xjt,False,False
003rIAeq6wy442hkJP,001ZEOQpY7NEkXkSE4,ashley.alvarez@leonardkellerandjennings.com,Ashley,Alvarez,,Active,Security Executive,,2026-01-26 17:11:08,86,True,00Qkxsn1KESY6hki8L,False,False
003S3x27QIOeSbJwbB,001gJSoFc1pDxj51I4,steven.castro@jonhsonllc.com,Steven,Castro,CISO,Nurture,,C-Suite,2026-03-19 12:12:08,68,True,00QBj30UbVmPB2vbFy,False,False
003vuwXK2VAFPHUF9j,001EBqUhArQEPcyLas,ruth.welch@villarrealandsons.com,Ruth,Welch,Director of Cybersecurity,Active,Security Leadership,Director,2026-02-24 15:16:08,72,True,00QCxOALvFD51Dvl5k,False,False
003z8uwtE95ynAopXu,001Fvbgz7h6itCmDDB,dennis.thompson@hayes-russo.com,Dennis,Thompson,Director Security Operations,Disqualified,,,2026-05-29 09:12:08,66,True,00QdKXpZI0n7CjgHwU,False,False
003kYHpb4XXfdjjYHD,001zCN2fFr6w6uaVTT,jorge.edwards@page-hamilton.com,Jorge,Edwards,,Nurture,Security Executive,C-Suite,2026-05-11 13:47:08,87,True,00Qr9QNejh67eVVqlV,False,False
00395OzZ81f0KIhiE9,0014I8IipmO50fSlqP,kathryn.hernandez@stewartgroup.com,Kathryn,Hernandez,IT Security Manager,Active,Security Management,Manager,2026-04-23 20:01:08,80,True,00Qb0XAYWykMDKR8UZ,False,False
003aYsP6ihgIqLSmNq,001OQdhtzF3Rth4sMn,anna.tucker@williamson.com,Anna,Tucker,Vice President Information Security,Active,,,2026-03-22 05:13:08,81,True,00QPiyQTGOPtsb2UiS,False,False
003F8fr9ompgDgiCXP,001PKY6gob2I4ndZ4s,mary.riley@sanchezltd.com,Mary,Riley,,Nurture,Security Operations,Individual Contributor,2026-03-21 23:28:08,32,True,00QkgLagUoFPiEJvhn,False,False
003vkeQuHu9D4vkJzK,0011Id9Z850kEnydx9,matthew.stevens@bates.com,Matthew,Stevens,,Stale,,,2026-04-22 15:03:08,80,True,00QcPk3kU0qlGCyiZL,True,False
003b8yAtuKUXdKPhpb,001DXQsedBEmLtST18,michael.jimenez@hayes-reynolds.com,Michael,Jimenez,Information Security Director,Stale,,Director,2026-04-14 15:53:08,63,True,00Qv1PBRKEmIu9XWLj,False,True
003S4kA9ObCFYHkfdj,001eoPni6JDWYlgAAC,kevin.ochoa@gonzalezgonzalezandmurphy.com,Kevin,Ochoa,,Nurture,,,2026-05-01 02:09:08,0,True,00QQYxIszxgnrdDqok,False,False
0038NwqFthIUF2wU6c,001NbrnTP3fAbnFbmO,elaine.keller@williamswaltersandmills.com,Elaine,Keller,,Active,Security Management,Manager,2026-02-01 00:08:08,67,True,00QBWaXB9zqkYeT5dG,False,False
003OEyY6J8GFdJ5khY,001zuLWOefQrSO42uK,kyle.rojas@smithinc.com,Kyle,Rojas,,Active,,Individual Contributor,,41,True,00QtJiDrBixcfTLUxp,False,False
003VNqTIAae24HZKjh,001nipuaUkxRFZXe1c,jennifer.sanchez@millerhardyandcollins.com,Jennifer,Sanchez,Chief Information Security Officer,Active,,C-Suite,2026-03-02 07:10:08,88,True,00QwImAmIxSJzyCaoA,False,False
003u2IWHuJlkTVtyo0,001ITGgrscAXCg4KbF,vanessa.owens@collier-davies.com,Vanessa,Owens,,Nurture,Security Executive,VP,2026-01-04 03:19:08,87,True,00QnufaWJN30cpN7Iz,False,False
003Y2bTu5X1YqWg21n,0014vvVSNQLlpIn8sr,danielle.johnson@rasmussenllc.com,Danielle,Johnson,,Stale,,VP,2026-03-12 10:00:00,44,True,00Q3X13npgW2zMj518,False,False
003qgATtLFxJpRa5HS,001Ybd3Bh4ZucCkJYy,joshua.walker@burkemartinezandriggs.com,Joshua,Walker,Cybersecurity Manager,Nurture,Security Management,Director,2026-03-12 10:00:00,65,True,00Qblu17rNy8H6h8l7,False,False
003MsHarAJOCBnD3Xk,0012zMj518Y2bTu5X1,jill.rhodes@wattsrobinsonandnguyen.com,Jill,Rhodes,Director of Information Security,Stale,,Director,2026-03-12 10:00:00,64,True,00QPut0SstzyshA6P3,True,False
003pOaUVgAk7Gdp0CX,0015qOpx4kysRoORaD,patricia.miller@meadowsplc.com,Patricia,Miller,Senior SOC Analyst,Active,,,2026-03-12 10:00:00,56,True,00QYUPnmbpD0ezNmRE,False,False
003rqtHioRRdzHzmA4,001xsyf348JkxisEdA,robert.johnson@schmidthansenandstewart.com,Robert,Johnson,,Stale,,Director,2026-03-12 10:00:00,51,True,00QSFZH3UDqpNVGMre,False,False
003XS058H4KPfA1lqu,001jQzW52TdimuPGtk,jeffery.wagner@rossllc.com,Jeffery,Wagner,,Nurture,,VP,2026-03-12 10:00:00,75,True,00QD6sy3ZHTX3EqEyP,False,False
003oDh6CpwL7SWktJ5,001w6AQOfMXSfjSNTt,anthony.gonzalez@holmeswilliamsandwright.com,Anthony,Gonzalez,Threat Analyst,Nurture,,Director,2026-03-12 10:00:00,57,True,00Q6AZDUd7ne7cbp0M,False,False
003Yg7NZRBT7qYHDBT,001mn1uj3a1iipkOba,debra.gardner@russellgroup.com,Debra,Gardner,Senior SOC Analyst,Active,Security Leadership,,2026-03-12 10:00:00,61,True,00QQMgV0Lh8WvAwFv0,False,False
0036fSEVQOEXfnQsKD,0014I8IipmO50fSlqP,jeffrey.lawrence@lawsonmorrisandramos.com,Jeffrey,Lawrence,SecOps Manager,Active,,,2026-03-12 10:00:00,63,True,00Q2pCLxb0lnXv2Rra,False,False
003gmolaHr8IRh1E2J,001GNdzSgVaI5z52Dm,lisa.smith@white-estes.com,Lisa,Smith,Threat Analyst,Active,Security Operations,C-Suite,2026-03-12 10:00:00,60,True,00QRqphlhHVlnES8Gr,False,True
003nGBB19sMLT6mnOj,001Is9hVLXnGBB19sM,linda.wolfe@arroyomillerandtucker.com,Linda,Wolfe,,Stale,Security Leadership,Director,2026-03-12 10:00:00,56,True,00Q6DYyeNdjIs9hVLX,True,False
0034ZektUJrhQR6FEe,0019OBGhnuKoneNo41,matthew.moore@blairplc.com,Matthew,Moore,Director of Information Security,Stale,,VP,2026-03-12 10:00:00,60,True,00QKsoRRCQ5WMO5AHO,False,True
003Y8DztgjzEPyVcfp,001dp0CXP9K63LSFZH,susan.rogers@snydercamposandcallahan.com,Susan,Rogers,Director of Information Security,Stale,,Individual Contributor,2026-03-12 10:00:00,63,True,00QoP1KbVYJVkGBr9B,False,False
003XStazn0h6Oj5sRz,0010DlgkCplTXJUk13,christopher.davis@joycewilsonandlam.com,Christopher,Davis,,Disqualified,Security Executive,Director,2026-03-12 10:00:00,53,True,00Q1CdGMEBdqir2EbN,False,False
003jHvIHCtlRJoWcUR,0019HpUlwW1uhw3U3x,melanie.munoz@davisgroup.com,Melanie,Munoz,SecOps Manager,Nurture,,,2026-03-12 10:00:00,48,True,00Q5F21rWz5FYrsK9E,False,False
003qMyeuPH7M3EHMoQ,001TYIKIuhvPU1S8Lv,lindsay.blair@stanleytuckerandlee.com,Lindsay,Blair,Security Analyst,Stale,Security Operations,Manager,2026-03-12 10:00:00,36,True,00Qj7h7ug0g4ai18eW,False,False
0031Mo4iCppaX3QjBv,001AEeppMKmgs6uMXu,amanda.dudley@salazar-ball.com,Amanda,Dudley,Senior SOC Analyst,Stale,Security Operations,C-Suite,2026-03-12 10:00:00,60,True,00QN2BR4cXsxjGJXke,False,False
003dLE4rXLvNMQSOZM,001YRsMfihslQFzixl,nicholas.arnold@brown-wall.com,Nicholas,Arnold,,Stale,,VP,2026-03-12 10:00:00,82,True,00Q0mxDoJJ9s8OrJQU,False,False
003s1XDeUnPPy0Ifyq,001ioRRdzHzmA4KR1V,maria.montgomery@carlson-cruz.com,Maria,Montgomery,Chief Security Officer,Disqualified,Security Executive,,2026-03-12 10:00:00,64,True,00Qwi4uzmW2wFqk467,False,False
003cc9hoHyx6RHKT2O,001OQdhtzF3Rth4sMn,michelle.ray@smith-frost.com,Michelle,Ray,Cybersecurity Manager,Nurture,,Director,2026-03-12 10:00:00,50,True,00QxNxPDM6uLONCROh,False,False
003NLbWphJeVmn1uj3,001NbrnTP3fAbnFbmO,janet.williams@rodriguezfigueroaandsanchez.com,Janet,Williams,VP Security,Nurture,Security Executive,,2026-03-12 10:00:00,68,True,00QwB61gQH8wylh0CP,False,False
003FgF6cW1GC7dDyQE,001ciuDCLFuMk9TsuZ,jeremy.roberts@gonzalezgroup.com,Jeremy,Roberts,Director of Cybersecurity,Active,Security Leadership,Director,2026-03-12 10:00:00,59,True,00QpkObaWoukdTGUDW,False,False
003A3zZyTttp7QDffA,001bQknlr2cMpszIdr,christopher.hall@reedgroup.com,Christopher,Hall,Senior SOC Analyst,Stale,Security Operations,VP,2026-03-12 10:00:00,70,True,00QhMKSxLsFAXhO2I1,False,False
003g0wVJY08YMNb5Zq,001RCQ5WMO5AHO4Zek,craig.ramirez@andersongroup.com,Craig,Ramirez,Senior SOC Analyst,Stale,Security Operations,Individual Contributor,2026-03-12 10:00:00,50,True,00QIuhvPU1S8LvJnOn,False,False
003fdjMPqPEBqUhArQ,001ZFfPliupqoU7sSa,cynthia.diaz@scottltd.com,Cynthia,Diaz,,Active,Security Operations,Manager,2026-03-12 10:00:00,64,True,00Qa1JyiNbUnAvwSWJ,False,False
0031cb51JJRzhbuXMZ,00150OXirZRiRBaepZ,mitchell.clark@garciahumphreyandbaker.com,Mitchell,Clark,Security Research Engineer,Active,Non-Prospect,Director,2026-03-12 10:00:00,80,True,00QasnipuaUkxRFZXe,False,False
003gpkjVe6MCIJQ2N9,001INM1MjeBsrdFtCd,joseph.zuniga@donovan-harris.com,Joseph,Zuniga,,Active,Security Management,C-Suite,2026-03-12 10:00:00,51,True,00Qye1UnWeNGmWv7Oj,False,False
0037Tc4JlLF7BYZ8fO,0019OBGhnuKoneNo41,deborah.lynch@blairplc.com,Deborah,Lynch,Director of Cybersecurity,Nurture,,,2026-03-12 10:00:00,91,True,00QNXKveCcwrN8fKxJ,False,False
003LjfP4tOPhRfINuh,0012VbYqdSJeCwEJwp,george.daniel@howellandsons.com,George,Daniel,Security Director,Disqualified,,Individual Contributor,2026-03-12 10:00:00,83,True,00QLw4yWQdNuuIxp07,False,False
003GP2MLjlQM3ScwS8,001Fvbgz7h6itCmDDB,frank.gray@mitchellnelsonandflores.com,Frank,Gray,VP Security,Active,,,2026-03-12 10:00:00,59,True,00QPFbt6vVl9jsWFHT,False,False
0032dDx5SFhfjBFZf4,001WJSKkMM0jQb6gbt,veronica.bowman@walkerltd.com,Veronica,Bowman,SecOps Manager,Stale,Security Management,VP,2026-03-12 10:00:00,83,True,00Qo7W4mQJBVWFzkmL,False,False
003M4bnj6LAWohoNMd,001ReIdHFJjuGhmKfF,angela.cohen@diazinc.com,Angela,Cohen,Cybersecurity Manager,Active,,Director,2026-03-12 10:00:00,55,True,00QxxfntgSujc4DZVD,False,False
003cxxUweoOgKUivuN,001qpepgaxT82ExHgD,megan.parsons@christensenplc.com,Megan,Parsons,Security Director,Stale,,,2026-03-12 10:00:00,55,True,00QSsavJlPGw7HWFb2,False,False
003wW1uhw3U3x8EE5G,0012zMj518Y2bTu5X1,jeremy.johnson@wattsrobinsonandnguyen.com,Jeremy,Johnson,,Stale,,,2026-03-12 10:00:00,68,True,00QYdWCscmc5F9HpUl,True,False
0036eNwXQ7iLWceWwx,0017KUSyekoZy3uUi9,leslie.adams@staffordinc.com,Leslie,Adams,Information Security Manager,Active,,,2026-03-12 10:00:00,80,True,00QHteOtLAQvc1v9r8,False,True
0039r4Eh0C3BfQ0tve,001D04wzInjq5Jzjux,jason.hahn@harveydavisandcrane.com,Jason,Hahn,Director of Information Security,Active,,,2026-03-12 10:00:00,62,True,00QxVJGyOphTExIqqB,False,False
003t9SGVZe8NBQv2WN,001RCQ5WMO5AHO4Zek,nancy.edwards@andersongroup.com,Nancy,Edwards,Security Analyst,Active,,Manager,2026-03-12 10:00:00,39,True,00Q5NXFhmiXbIwXILf,False,False
003Fk6jOSL0IZbcNJO,0016ygsij6X7Ok8R5W,diana.foster@marshall-petersen.com,Diana,Foster,Chief Security Officer,Active,Security Executive,,2026-03-12 10:00:00,52,True,00QhjkuRv630pNIhsH,False,False
0039vyVFgohBid61z7,001fSEVQOEXfnQsKDG,robin.ellis@ryanplc.com,Robin,Ellis,SecOps Manager,Active,,,2026-03-12 10:00:00,68,True,00QHNspYzCQjzCvi1t,False,False
003ragiqwzcdIwrxBI,001g2luCq1GNLLKv0M,joseph.wright@russell-daniels.com,Joseph,Wright,,Active,Security Operations,C-Suite,2026-03-12 10:00:00,60,True,00Qj9C2EfyCoKdrL0P,False,False
